,FIRST,LAST,NICKNAME,HT,WT,REACH,STANCE,W,L,D,BELT
2128,Yoshiro,Maeda,,"5' 7""",139 lbs.,"68.0""",Southpaw,35,16,5,
2129,Leonardo,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",Orthodox,13,4,0,
2130,Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"75.0""",Orthodox,14,9,0,
2131,Vinicius,Magalhaes,Draculinho,--,145 lbs.,--,,2,1,0,
2132,Caio,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",Orthodox,10,3,0,
2133,Bernardo,Magalhaes,Trekko,"5' 9""",155 lbs.,--,Orthodox,13,4,0,
2134,Eric,Magana,,--,--,--,,1,1,0,
2135,Brandon,Magana,,--,170 lbs.,--,Orthodox,6,2,0,
2136,Angela,Magana,Your Majesty,"5' 1""",115 lbs.,"65.0""",Orthodox,11,9,0,
2137,Neil,Magny,The Haitian Sensation,"6' 3""",170 lbs.,"80.0""",Orthodox,25,9,0,
2138,Ibragim,Magomedov,,"6' 0""",250 lbs.,--,Orthodox,22,8,1,
2139,Rashid,Magomedov,Highlander,"5' 9""",155 lbs.,"70.0""",Orthodox,20,2,0,
2140,Ruslan,Magomedov,Leopard,"6' 3""",242 lbs.,"78.0""",Orthodox,14,1,0,
2141,Abus,Magomedov,,"6' 2""",185 lbs.,--,,24,4,1,
2142,Zabit,Magomedsharipov,,"6' 1""",145 lbs.,"73.0""",Orthodox,18,1,0,
2143,John,Maguire,The One,"5' 9""",155 lbs.,"69.0""",Southpaw,24,9,0,
2144,Lolohea,Mahe,,--,--,--,,10,4,1,
2145,Michelle,Maher,,--,145 lbs.,--,,1,2,0,
2146,Maheshate,Maheshate,,--,155 lbs.,--,,5,1,0,
2147,Bill,Mahood,The Butcher,"6' 3""",200 lbs.,--,Orthodox,20,7,1,
2148,Klayton,Mai,,"5' 9""",125 lbs.,--,,8,3,0,
2149,Demian,Maia,,"6' 1""",170 lbs.,"72.0""",Southpaw,28,11,0,
2150,Jennifer,Maia,,"5' 4""",125 lbs.,"64.0""",Orthodox,19,7,1,
2151,Levan,Makashvili,The Hornet,"5' 8""",145 lbs.,"68.0""",Orthodox,15,2,1,
2152,John,Makdessi,The Bull,"5' 8""",155 lbs.,"68.0""",Orthodox,18,7,0,
2153,Islam,Makhachev,,"5' 10""",155 lbs.,"70.0""",Southpaw,20,1,0,
2154,Aliev,Makhmud,,"5' 6""",195 lbs.,--,Southpaw,0,1,0,
2155,Zach,Makovsky,Fun Size,"5' 4""",125 lbs.,"64.0""",Southpaw,20,8,0,
2156,Jeremy,Malaterre,,"5' 11""",155 lbs.,--,,4,2,0,
2157,Fabio,Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75.0""",Orthodox,23,11,0,
2158,Marvin,Maldonado,The Bulldog,"5' 6""",135 lbs.,--,,2,4,0,
2159,Bea,Malecki,,"5' 9""",135 lbs.,"74.0""",Orthodox,4,1,0,
2160,Nazareno,Malegarie,El Tigre,"5' 8""",155 lbs.,--,,28,4,0,
2161,Carl,Malenko,,"5' 11""",200 lbs.,--,Orthodox,6,4,0,
2162,Jacob,Malkoun,Mamba,"5' 9""",185 lbs.,"73.0""",Orthodox,5,1,0,
2163,Mike,Malott,Proper,"6' 1""",170 lbs.,"73.0""",Orthodox,7,1,1,
2164,Troy,Mandaloniz,Rude Boy,"5' 9""",170 lbs.,--,Orthodox,3,2,0,
2165,Nate,Maness,Mayhem,"5' 10""",135 lbs.,"72.0""",Orthodox,14,1,0,
2166,Michael,Mangan,,--,155 lbs.,--,,0,3,0,
2167,Gary,Mangat,,"5' 7""",135 lbs.,--,,15,3,0,
2168,Melvin,Manhoef,No Mercy,"5' 9""",185 lbs.,--,Orthodox,30,14,1,
2169,Melchor,Manibusan,Barracuda,"5' 5""",154 lbs.,--,Southpaw,2,4,0,
2170,Jon,Manley,,"6' 1""",170 lbs.,--,Orthodox,9,4,0,
2171,Steve,Mann,,"6' 1""",170 lbs.,--,,12,5,0,
2172,Chris,Manuel,,"5' 9""",135 lbs.,--,Orthodox,9,7,2,
2173,Jimi,Manuwa,Poster Boy,"6' 1""",205 lbs.,"79.0""",Orthodox,17,6,0,
2174,Cristiano,Marcello,,"5' 9""",155 lbs.,"72.0""",Orthodox,13,6,0,
2175,Jose,Maria,No Chance,"5' 5""",125 lbs.,--,Orthodox,37,7,0,
2176,Marcos,Mariano,Dhalsim,"6' 1""",155 lbs.,"76.0""",Switch,6,6,0,
2177,Enrique,Marin,Wasabi,"5' 10""",170 lbs.,--,,10,4,0,
2178,Ronny,Markes,,"6' 1""",185 lbs.,"75.0""",Orthodox,17,5,0,
2179,Rory,Markham,,"6' 0""",170 lbs.,"71.0""",Orthodox,17,6,0,
2180,Randa,Markos,Quiet Storm,"5' 4""",115 lbs.,"63.0""",Orthodox,10,12,1,
2181,Christina,Marks,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,9,0,
2182,Nate,Marquardt,The Great,"6' 0""",185 lbs.,"74.0""",Orthodox,35,19,2,
2183,Danilo,Marques,,"6' 6""",205 lbs.,"77.0""",Orthodox,11,3,0,
2184,Julian,Marquez,The Cuban Missile Crisis,"6' 2""",185 lbs.,"72.0""",Orthodox,9,2,0,
2185,Carmelo,Marrero,The Fury,"6' 0""",205 lbs.,"73.0""",Orthodox,16,6,0,
2186,Cesar,Marscucci,,--,--,--,,3,2,0,
2187,John,Marsh,,"6' 0""",265 lbs.,--,Orthodox,8,7,0,
2188,CJ,Marsh,,--,--,--,,5,7,0,
2189,Eliot,Marshall,Fire,"6' 2""",205 lbs.,"77.0""",Orthodox,10,4,0,
2190,Doug,Marshall,The Rhino,"5' 10""",205 lbs.,--,Orthodox,18,8,0,
2191,David,Marshall,,"6' 2""",170 lbs.,--,,8,4,0,
2192,Jack,Marshman,The Hammer,"6' 0""",185 lbs.,"73.0""",Orthodox,23,10,0,
2193,Terry,Martin,,"5' 8""",185 lbs.,"71.0""",Orthodox,23,11,0,
2194,Eric,Martin,,--,--,--,,0,1,0,
2195,Justin,Martin,,"6' 0""",185 lbs.,--,,4,3,0,
2196,Dave,Martin,,"6' 0""",205 lbs.,--,,0,2,0,
2197,Joe,Martin,,"5' 9""",170 lbs.,--,,6,8,0,
2198,Anthony Rocco,Martin,,"6' 0""",170 lbs.,"73.0""",Orthodox,17,6,0,
2199,Mallory,Martin,,"5' 4""",115 lbs.,"63.0""",Orthodox,7,4,0,
2200,Michal,Martinek,,"6' 2""",230 lbs.,--,Southpaw,7,1,0,
2201,Rainy,Martinez,,"6' 0""",199 lbs.,--,Orthodox,0,2,0,
2202,Danny,Martinez,The Gremlin,"5' 6""",125 lbs.,"67.0""",Orthodox,21,8,0,
2203,Alonzo,Martinez,Zo Diddy,"5' 10""",155 lbs.,--,,42,20,1,
2204,Henry,Martinez,Sicario,"5' 7""",155 lbs.,"69.0""",Southpaw,9,4,0,
2205,Jonathan,Martinez,Dragon,"5' 8""",135 lbs.,"70.0""",Southpaw,13,4,0,
2206,Poppies,Martinez,The Tachi Kid,"5' 9""",145 lbs.,--,,29,11,0,
2207,Andrew,Martinez,Mickey D,"5' 9""",215 lbs.,--,,9,6,0,
2208,Mana,Martinez,ManaBoi,"5' 10""",135 lbs.,"70.0""",Orthodox,9,2,0,
2209,Victor,Martinez,The Brick,"5' 8""",155 lbs.,"70.0""",Orthodox,13,4,0,
2210,Roque,Martinez,,"5' 10""",250 lbs.,"72.0""",Orthodox,15,8,2,
2211,Wagner da Conceicao,Martins,Zuluzinho,"6' 7""",390 lbs.,--,Orthodox,9,8,0,
2212,Adriano,Martins,,"5' 10""",155 lbs.,"72.0""",Southpaw,28,9,0,
2213,Lucas,Martins,Mineiro,"6' 0""",145 lbs.,"72.0""",Southpaw,19,3,0,
2214,Max,Martyniouk,Payne,--,155 lbs.,--,,1,1,0,
2215,Bristol,Marunde,,"6' 1""",170 lbs.,"75.0""",Orthodox,16,10,0,
2216,Shoji,Maruyama,,"5' 7""",139 lbs.,--,Orthodox,12,9,1,
2217,Mike,Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73.0""",Southpaw,13,9,0,
2218,Jameel,Massouh,,"5' 10""",145 lbs.,"72.0""",Orthodox,26,9,0,
2219,Tiffany,Masters,Rainbow Renegade,"5' 3""",115 lbs.,"65.0""",Orthodox,2,1,0,
2220,Jorge,Masvidal,Gamebred,"5' 11""",170 lbs.,"74.0""",Orthodox,35,15,0,
2221,Al,Matavao,Sweetness,"5' 8""",205 lbs.,"67.0""",Orthodox,8,3,0,
2222,Tateki,Matsuda,Tech,"5' 7""",125 lbs.,--,Orthodox,13,8,0,
2223,Daijiro,Matsui,,"5' 9""",200 lbs.,--,Orthodox,13,29,7,
2224,Koichiro,Matsumoto,,"5' 7""",145 lbs.,--,,15,3,1,
2225,Naoki,Matsushita,,"5' 6""",155 lbs.,--,Orthodox,12,16,11,
2226,AJ,Matthews,,"5' 11""",185 lbs.,--,,8,7,0,
2227,Jake,Matthews,The Celtic Kid,"5' 11""",170 lbs.,"73.0""",Orthodox,17,5,0,
2228,Claudio,Mattos,Popeye,--,185 lbs.,--,Orthodox,5,4,0,
2229,John,Matua,,"6' 2""",400 lbs.,--,Orthodox,1,4,0,
2230,Francesco,Maturi,,--,--,--,,0,1,0,
2231,Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",Orthodox,27,8,0,
2232,Miranda,Maverick,Fear The,"5' 3""",125 lbs.,"65.0""",Southpaw,11,3,0,
2233,Nick,Maximov,,"6' 0""",185 lbs.,"76.0""",Southpaw,7,0,0,
2234,Elaina,Maxwell,Beef,"5' 8""",145 lbs.,--,Orthodox,7,4,0,
2235,Jeremy,May,,"6' 1""",185 lbs.,--,,13,10,0,
2236,Jack,May,The Outlaw,"6' 8""",255 lbs.,--,Switch,9,3,0,
2237,Don'Tale,Mayes,Lord Kong,"6' 6""",260 lbs.,"81.0""",Orthodox,8,4,0,
2238,Gray,Maynard,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,7,1,
2239,Brooke,Mayo,The Bully,"5' 7""",125 lbs.,--,,0,1,0,
2240,Gina,Mazany,Danger,"5' 6""",125 lbs.,"68.0""",Southpaw,7,5,0,
2241,Sabina,Mazo,Colombian Queen,"5' 7""",125 lbs.,"70.0""",Orthodox,9,2,0,
2242,Scott,McAfee,,"5' 8""",155 lbs.,--,Orthodox,14,7,0,
2243,Bobby,McAndrews,,--,--,--,Orthodox,1,3,0,
2244,Michael,McBride,,"6' 1""",155 lbs.,--,Orthodox,8,3,0,
2245,Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,1,
2246,Molly,McCann,Meatball,"5' 4""",125 lbs.,"62.0""",Orthodox,11,4,0,
2247,Charles,McCarthy,Chainsaw,"5' 10""",185 lbs.,"71.0""",Orthodox,10,5,0,
2248,Sean,McCorkle,,"6' 7""",265 lbs.,"81.0""",Orthodox,17,7,0,
2249,Kris,McCray,Savage,"6' 0""",170 lbs.,"76.0""",Orthodox,8,5,0,
2250,Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"76.0""",Switch,14,5,0,
2251,Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,0,
2252,Justin,McCully,The Insane One,"6' 1""",225 lbs.,"73.0""",Orthodox,11,5,2,
2253,Robert,McDaniel,Bubba,"6' 3""",185 lbs.,"75.0""",Southpaw,28,10,0,
2254,Michael,McDonald,The Black Sniper,"5' 11""",205 lbs.,--,Orthodox,1,1,0,
2255,Scott,McDonald,,--,--,--,,1,0,0,
2256,Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,0,
2257,Josh,McDonald,,--,185 lbs.,--,,9,5,0,
2258,Miles,McDonald,,"5' 7""",115 lbs.,--,,2,1,0,
2259,Justin,McElfresh,,"6' 6""",205 lbs.,--,Orthodox,6,4,0,
2260,Drew,McFedries,The Massacre,"6' 0""",185 lbs.,"72.0""",Southpaw,12,7,0,
2261,Liam,McGeary,,"6' 6""",205 lbs.,--,,12,2,0,
2262,Gan,McGee,The Giant,"6' 10""",265 lbs.,--,Orthodox,13,5,0,
2263,Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",Orthodox,21,10,0,
2264,Ryan,McGillivray,The Kid,"5' 11""",170 lbs.,--,,12,0,1,
2265,Ryan,McGivern,,"6' 0""",185 lbs.,--,Orthodox,13,7,0,
2266,Jack,McGlaughlin,,--,--,--,Orthodox,1,4,0,
2267,Conor,McGregor,The Notorious,"5' 9""",155 lbs.,"74.0""",Southpaw,22,6,0,
2268,Greg,McIntyre,,"5' 10""",155 lbs.,--,Orthodox,6,4,0,
2269,Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,Southpaw,29,6,2,
2270,AJ,McKee,Mercenary,"5' 10""",145 lbs.,--,,8,0,0,
2271,Rhys,McKee,Skeletor,"6' 2""",170 lbs.,"78.0""",Orthodox,10,4,1,
2272,Cory,McKenna,The Hobbit,"5' 3""",115 lbs.,"58.0""",Orthodox,6,1,0,
2273,Tim,McKenzie,,"6' 0""",185 lbs.,"74.0""",Orthodox,14,9,0,
2274,Cody,McKenzie,,"6' 0""",155 lbs.,"72.0""",Switch,16,10,0,
2275,Terrance,McKinney,T. Wrecks,"5' 10""",155 lbs.,"73.0""",Switch,11,3,0,
2276,Brian,McLaughlin,,"5' 9""",155 lbs.,--,,6,2,0,
2277,Jason,McLean,,"5' 5""",145 lbs.,--,,6,7,0,
2278,Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,0,
2279,Sara,McMann,,"5' 6""",135 lbs.,"66.0""",Orthodox,12,6,0,
2280,James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",Switch,15,15,0,
2281,Charles,McTorry,,--,--,--,,3,0,0,
2282,Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,,15,37,0,
2283,Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,32,12,1,
2284,Yancy,Medeiros,,"5' 10""",155 lbs.,"75.0""",Orthodox,15,8,0,
2285,Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,--,Orthodox,19,10,0,
2286,Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,--,,8,5,0,
2287,Uros,Medic,The Doctor,"6' 1""",155 lbs.,"71.0""",Southpaw,7,1,0,
2288,Todd,Medina,El Tiburon,"5' 10""",193 lbs.,--,Southpaw,11,9,0,
2289,Jason,Medina,,"5' 9""",180 lbs.,--,,21,15,1,
2290,Emil,Meek,Valhalla,"5' 11""",170 lbs.,"74.0""",Switch,9,5,1,
2291,Sanford Alton,Meeks,,"6' 5""",265 lbs.,"75.0""",Orthodox,1,1,0,
2292,Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,33,14,0,
2293,Frank,Megallon,,"5' 10""",185 lbs.,--,Southpaw,2,3,0,
2294,Derrick,Mehmen,Caveman,"6' 4""",205 lbs.,--,,19,9,0,
2295,Miika,Mehmet,,--,205 lbs.,--,Orthodox,3,5,0,
2296,Jordan,Mein,Young Gun,"6' 0""",170 lbs.,"73.0""",Orthodox,31,12,0,
2297,Bryce,Mejia,,"6' 1""",170 lbs.,--,,3,1,0,
2298,Brian,Melancon,,"5' 8""",170 lbs.,--,Orthodox,7,3,0,
2299,Brandon,Melendez,The Murderer,"5' 11""",155 lbs.,--,Southpaw,25,25,0,
2300,Gilbert,Melendez,El Nino,"5' 9""",145 lbs.,"73.0""",Orthodox,22,8,0,
2301,Marcelo,Mello,,"5' 7""",170 lbs.,--,Southpaw,1,0,0,
2302,Fabio,Mello,,"5' 5""",155 lbs.,--,Southpaw,11,8,0,
2303,Vanessa,Melo,,"5' 5""",135 lbs.,"65.0""",Orthodox,11,8,0,
2304,Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,18,13,0,
2305,Chad,Mendes,Money,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,0,
2306,Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0,
2307,Eddie,Mendez,,"5' 10""",185 lbs.,--,,8,3,1,
2308,Luis,Mendoza,,--,155 lbs.,--,,0,1,0,
2309,Pietro,Menga,,"5' 7""",125 lbs.,"68.0""",Southpaw,13,0,0,
2310,Alonzo,Menifield,Atomic,"6' 0""",205 lbs.,"76.0""",Orthodox,11,2,0,
2311,Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0,
2312,Dave,Menne,The Warrior,"5' 10""",170 lbs.,--,Orthodox,45,17,2,
2313,Steve,Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,9,13,2,
2314,Buck,Meredith,,"6' 2""",185 lbs.,--,,3,3,0,
2315,Adam,Meredith,,"6' 2""",170 lbs.,--,,5,3,0,
2316,Joe,Merritt,,"6' 0""",170 lbs.,--,Orthodox,7,2,0,
2317,Jeremiah,Metcalf,,"6' 1""",185 lbs.,--,Orthodox,13,7,0,
2318,Jonathan,Meunier,District,"6' 3""",170 lbs.,--,Switch,8,1,0,
2319,Yaotzin,Meza,,"5' 9""",145 lbs.,"71.0""",Orthodox,21,11,0,
2320,Guy,Mezger,,"6' 1""",200 lbs.,--,Orthodox,30,14,2,
2321,Brandon,Michaels,,"5' 9""",185 lbs.,--,,4,14,0,
2322,Andreas,Michailidis,The Spartan,"6' 0""",185 lbs.,"76.0""",Orthodox,13,4,0,
2323,David,Michaud,BullDawg,"5' 9""",155 lbs.,--,Orthodox,11,3,0,
2324,Chris,Mickle,,"5' 9""",145 lbs.,--,Orthodox,30,21,2,
2325,Zachary,Micklewright,,"6' 0""",155 lbs.,"74.0""",Southpaw,15,3,0,
2326,Kristof,Midoux,The Hurricane,"6' 1""",220 lbs.,--,Orthodox,6,10,0,
2327,Keith,Mielke,,"5' 8""",185 lbs.,--,,0,5,0,
2328,Chris,Mierzwiak,,"6' 1""",185 lbs.,--,,5,3,0,
2329,Gabriel,Miglioli,Biel,"5' 8""",170 lbs.,--,,9,9,0,
2330,Bojan,Mihajlovic,,"5' 11""",205 lbs.,"73.0""",Orthodox,10,6,0,
2331,Billy,Miles,The Kid,"5' 10""",170 lbs.,--,Orthodox,2,2,0,
2332,Pat,Miletich,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,29,7,2,
2333,Curtis,Millender,Curtious,"6' 2""",170 lbs.,"76.0""",Orthodox,17,5,0,
2334,Phillip,Miller,,"5' 11""",185 lbs.,--,Orthodox,16,0,0,
2335,Jason,Miller,Mayhem,"6' 1""",185 lbs.,--,Orthodox,23,10,0,
2336,Dan,Miller,,"6' 1""",185 lbs.,"74.0""",Orthodox,14,8,0,
2337,Jim,Miller,A-10,"5' 8""",155 lbs.,"71.0""",Southpaw,32,16,0,
2338,Cole,Miller,Magrinho,"6' 1""",145 lbs.,"73.0""",Orthodox,21,11,0,
2339,Henry,Miller,Sentoryu,"5' 7""",270 lbs.,--,Southpaw,6,16,0,
2340,Micah,Miller,Maverick,"6' 0""",145 lbs.,--,Orthodox,20,8,0,
2341,Aaron,Miller,Blood Spiller,"5' 9""",145 lbs.,--,,14,10,0,
2342,Mo,Miller,Moshow,"5' 8""",135 lbs.,"72.0""",Orthodox,6,0,0,
2343,Eddy,Millis,,"6' 1""",185 lbs.,--,,0,2,0,
2344,Che,Mills,Beautiful,"6' 1""",170 lbs.,"76.0""",Orthodox,16,10,0,
2345,Adam,Milstead,The Prototype,"6' 3""",205 lbs.,"76.0""",Orthodox,8,4,0,
2346,Alberto,Mina,Soldier of God,"6' 0""",170 lbs.,"77.0""",Orthodox,13,1,0,
2347,Vitaly,Minakov,,"6' 2""",249 lbs.,--,,20,0,0,
2348,Darrick,Minner,,"5' 7""",145 lbs.,"69.0""",Orthodox,26,12,0,
2349,Mike,Minniger,,--,--,--,,0,0,0,
2350,Ikuhisa,Minowa,Minowaman,"5' 9""",181 lbs.,--,Orthodox,60,42,8,
2351,Carlton,Minus,Clutch,"5' 10""",170 lbs.,"75.0""",Orthodox,10,3,0,
2352,Stipe,Miocic,,"6' 4""",240 lbs.,"80.0""",Orthodox,20,4,0,
2353,Frank,Mir,,"6' 3""",264 lbs.,"79.0""",Southpaw,18,11,0,
2354,Juan,Miranda,,--,155 lbs.,--,,7,5,0,
2355,Mario,Miranda,,"6' 3""",185 lbs.,"74.0""",Orthodox,14,7,0,
2356,Vitor,Miranda,Lex Luthor,"6' 1""",185 lbs.,"77.0""",Orthodox,12,5,0,
2357,Damir,Mirenic,Wolf,"6' 0""",185 lbs.,--,Orthodox,9,4,0,
2358,Kazuo,Misaki,Hitman,"5' 8""",183 lbs.,--,Orthodox,25,11,2,
2359,Toby,Misech,2 Quick,"5' 8""",145 lbs.,--,Southpaw,9,5,0,
2360,Dokonjonosuke,Mishima,,"5' 7""",155 lbs.,--,Southpaw,21,7,2,
2361,Felix Lee,Mitchell,,--,--,--,Orthodox,2,7,0,
2362,David,Mitchell,Daudi,"6' 0""",170 lbs.,"75.0""",Orthodox,22,7,0,
2363,Danny,Mitchell,The Cheesecake Assassin,"6' 2""",170 lbs.,--,Orthodox,19,9,1,
2364,Brad,Mitchell,,"5' 11""",145 lbs.,--,,4,2,0,
2365,Clay,Mitchell,,"6' 2""",185 lbs.,--,,1,2,0,
2366,Bryce,Mitchell,Thug Nasty,"5' 10""",145 lbs.,"70.0""",Southpaw,14,1,0,
2367,Maurice,Mitchell,The AK Kid,"5' 9""",145 lbs.,--,Orthodox,11,2,0,
2368,Roman,Mitichyan,,"5' 10""",170 lbs.,--,Orthodox,8,3,0,
2369,Matt,Mitrione,,"6' 3""",265 lbs.,"82.0""",Switch,12,5,0,
2370,Eiji,Mitsuoka,,"5' 7""",145 lbs.,--,Southpaw,18,9,2,
2371,Hiromitsu,Miura,,"5' 9""",170 lbs.,"71.0""",Orthodox,12,7,0,
2372,Jonathan,Mix,,"6' 0""",168 lbs.,--,,7,4,0,
2373,Tomoya,Miyashita,,"5' 7""",139 lbs.,--,Southpaw,17,9,7,
2374,Kazuyuki,Miyata,,"5' 8""",139 lbs.,--,Orthodox,15,9,0,
2375,Motoki,Miyazawa,,"5' 11""",168 lbs.,--,Southpaw,7,3,0,
2376,Takeya,Mizugaki,,"5' 7""",135 lbs.,"69.0""",Orthodox,21,11,2,
2377,Tatsuya,Mizuno,,"6' 1""",205 lbs.,--,Southpaw,16,12,1,
2378,Roxanne,Modafferi,The Happy Warrior,"5' 7""",125 lbs.,"69.0""",Orthodox,25,20,0,
2379,Bobby,Moffett,The Wolfman,"5' 10""",145 lbs.,"73.0""",Orthodox,13,5,0,
2380,Bronson,Mohika,,--,135 lbs.,--,,1,1,0,
2381,Nate,Mohr,,"5' 9""",155 lbs.,"72.0""",Orthodox,9,7,0,
2382,Renato,Moicano,,"5' 11""",155 lbs.,"72.0""",Orthodox,15,4,1,
2383,Thiago,Moises,,"5' 9""",155 lbs.,"70.0""",Orthodox,15,5,0,
2384,Ashkan,Mokhtarian,The Assassin,"5' 6""",125 lbs.,"67.0""",Southpaw,13,3,0,
2385,Suman,Mokhtarian,,"5' 8""",145 lbs.,"72.0""",Orthodox,8,5,0,
2386,Dan,Molina,,"5' 10""",216 lbs.,--,,13,9,0,
2387,Jeff,Molina,El Jefe,"5' 6""",125 lbs.,"69.0""",Orthodox,9,2,0,
2388,Rudyard,Moncayo,,"5' 10""",195 lbs.,--,Orthodox,0,3,0,
2389,Hidetaka,Monma,,"6' 0""",168 lbs.,--,Orthodox,18,11,4,
2390,Jeff,Monson,The Snowman,"5' 9""",247 lbs.,"74.0""",Orthodox,60,26,1,
2391,Darrell,Montague,Mongoose,"5' 6""",125 lbs.,"67.0""",Southpaw,13,5,0,
2392,Andrew,Montanez,,--,185 lbs.,--,,9,12,1,
2393,Augusto,Montano,Dodger,"6' 1""",170 lbs.,"73.0""",Orthodox,15,3,0,
2394,Erick,Montano,Perry,"6' 0""",170 lbs.,"73.0""",Orthodox,7,5,0,
2395,Nicco,Montano,,"5' 5""",135 lbs.,"65.0""",Southpaw,5,3,0,
2396,Alberto,Montes,The Promise,"5' 7""",135 lbs.,--,,4,0,0,
2397,Steve,Montgomery,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,9,5,0,
2398,James,Moontasri,Moon Walker,"5' 10""",170 lbs.,"71.0""",Switch,9,5,0,
2399,Homer,Moore,The Rock,"5' 10""",205 lbs.,--,Orthodox,26,9,2,
2400,Todd,Moore,,"5' 9""",170 lbs.,"71.0""",Southpaw,16,7,0,
2401,Nate,Moore,,"6' 0""",170 lbs.,--,,8,4,0,
2402,Dustin,Moore,,"5' 4""",125 lbs.,--,,0,2,0,
2403,Taylor,Moore,,"5' 10""",135 lbs.,"70.0""",Southpaw,10,5,0,
2404,Sergio,Moraes,The Panther,"6' 0""",170 lbs.,"72.0""",Orthodox,14,6,1,
2405,Marlon,Moraes,Magic,"5' 6""",135 lbs.,"67.0""",Orthodox,23,9,1,
2406,Sheymon,Moraes,,"5' 8""",145 lbs.,"72.0""",Orthodox,11,4,0,
2407,John,Moraga,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,7,0,
2408,Ricardo,Morais,The Mutant,"6' 8""",270 lbs.,--,Orthodox,10,4,1,
2409,Leonardo,Morales,Chimy,"5' 8""",135 lbs.,--,Southpaw,6,2,0,
2410,Albert,Morales,The Warrior,"5' 9""",135 lbs.,"72.0""",Orthodox,7,4,1,
2411,Joseph,Morales,,"5' 6""",125 lbs.,"69.0""",Switch,9,2,0,
2412,Vince,Morales,Vandetta,"5' 7""",135 lbs.,"70.0""",Orthodox,10,5,0,
2413,Omar,Morales,Venezuelan Fighter,"5' 11""",145 lbs.,"73.0""",Orthodox,11,2,0,
2414,Michael,Morales,,"6' 0""",170 lbs.,"79.0""",Orthodox,12,0,0,
2415,Sarah,Moras,Cheesecake,"5' 7""",135 lbs.,"67.0""",Orthodox,6,8,0,
2416,Christian,Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,8,3,0,
2417,Joe,Moreira,,"5' 11""",195 lbs.,--,Southpaw,2,2,0,
2418,Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,7,4,0,
2419,Gisele,Moreira,,"5' 6""",135 lbs.,--,Orthodox,8,3,0,
2420,Vinicius,Moreira,Mamute,"6' 4""",205 lbs.,"76.0""",Orthodox,9,5,0,
2421,Jesse,Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9,1,0,
2422,Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,19,5,2,
2423,Mike,Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,6,5,0,
2424,Dan,Moret,The Hitman,"6' 0""",155 lbs.,"73.0""",Southpaw,13,6,0,
2425,Sammy,Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18,12,0,
2426,Peggy,Morgan,The Daywalker,"6' 1""",135 lbs.,--,,4,4,0,
2427,Alex,Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,20,7,0,
2428,Maryna,Moroz,Iron Lady,"5' 7""",125 lbs.,"67.0""",Orthodox,10,3,0,
2429,Sergey,Morozov,,"5' 6""",135 lbs.,"67.0""",Orthodox,17,4,0,
2430,Brad,Morris,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,
2431,Scott,Morris,,"5' 10""",210 lbs.,--,Orthodox,2,1,0,
2432,Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,20,12,0,
2433,Jack,Morrison,,"5' 11""",205 lbs.,--,,0,3,0,
